node_type_id dynamics_params morphology rotation_angle_yaxis rotation_angle_xaxis model_type rotation_angle_zaxis model_template potental model_processing cell_name
100 neuronal_model_491766131.json neuronal_model_491766131_rotate.swc 0.0 0.7854077533974491 biophysical 0.0 ctdb:Biophys1.hoc exc aibs_allactive Cell
